stamp,Albania,Algeria,American Samoa,Andorra,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belgium,Bermuda,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Cabo Verde,Canada,Cayman Islands,Chile,"China, Hong Kong SAR","China, Macao SAR",Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Egypt,El Salvador,Estonia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Guadeloupe,Guam,Guatemala,Guernsey,Guyana,Hungary,Iceland,Iran (Islamic Republic of),Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Liechtenstein,Lithuania,Luxembourg,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Netherlands,New Caledonia,New Zealand,Niue,Norfolk Island,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Saint Helena ex. dep.,Saint Helena: Ascension,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Saint-Martin (French part),Samoa,San Marino,Sao Tome and Principe,Serbia,Seychelles,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,State of Palestine,Suriname,Sweden,Switzerland,Tajikistan,Thailand,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States Virgin Islands,United States of America,Uruguay,Uzbekistan,Venezuela (Bolivarian Republic of)
Jul-12,,96123.67299,126,62,14,,,,113,25456,7198,12318,,1650,,10652,11118,54,,,,,,6314,,,73,20441,7534,575,,5991,3743,10976,156,,9698,5314,223288,9175,1322,,,,5384,68774,,,,61346,,,9137,78,,,32183,,,8045,399,,6286,,14603,46020,,90537,,,34238,4957,13756,1944,,,40,2777,536,,44000,657,,370,,1281,,,6630,687,3,,15218,398,5164,,,2176,5587,,,,6472,,143776,35208,7676,3205,,40127,3535,,18860,170949,0,,,,,121,,,25,,6177,,3499,4941,1945,,38474,29701,,759,10274,7433,,,,,,117347,,49810,,69045,,347542,3898,,48613
Aug-12,,95523.58987,102,59,16,,,,117,25935,7039,15434,,1793,,10705,11104,60,,,,,,6246,,,79,20309,7948,618,,6354,3668,11409,170,,9640,5153,230685,9358,1309,,,,5388,68642,,,,61674,,,8980,64,,,33739,,,8258,432,,6288,,15771,47358,,90906,,,34503,5122,14571,1759,,,22,2788,522,,45254,669,,376,,1306,,,6680,735,0,,15696,380,5149,,,2087,5528,,,,6770,,143428,34029,7866,3513,,41455,3608,,18147,176707,4,,,,,165,,,26,,6371,,3727,5012,1979,,39135,29063,,883,10224,7278,,,,,,122193,,48596,,69293,,361114,4031,,51835
Sep-12,,85935.29731,81,51,27,,,,115,24974,6947,17070,,1736,,9948,10650,80,,,,,,6119,,,64,19856,8164,780,,6501,3807,11953,196,,9072,4964,237037,9424,1188,,,,4990,66919,,,,59615,,,8767,80,,,35320,,,8067,395,,5411,,15402,45519,,89758,,,33104,5342,14037,1640,,,38,2618,517,,45047,606,,365,,1133,,,6417,662,6,,15129,365,5160,,,2231,5087,,,,6738,,161458,33736,7979,3457,,41735,3462,,18067,155869,5,,,,,170,,,23,,6051,,3728,5002,1967,,38331,29268,,924,9474,7236,,,,,,108880,,43470,,69498,,340113,4124,,54720
Oct-12,,83555.58155,88,62,18,,,,131,26363,6839,15881,,1793,,10115,11007,65,,,,,,5649,,,73,20293,8599,797,,6710,3680,12764,180,,9236,4982,213678,10951,1159,,,,4832,69892,,,,57856,,,8767,57,,,34611,,,7704,389,,6515,,15363,51228,,90438,,,31715,5382,13287,1681,,,35,2613,507,,46984,624,,391,,1196,,,6491,669,10,,15110,342,5396,,,2150,4833,,,,6838,,162446,32177,7878,3683,,41889,3683,,17245,177661,4,,,,,203,,,24,,6242,,4086,4828,1936,,39919,31356,,955,9207,6993,,,,,,106812,,48231,,71094,,345497,4109,,58242
Nov-12,,74293.32459,104,59,19,,,,111,24836,6258,15180,,1755,,9782,10080,43,,,,,,5381,,,63,19116,7791,680,,6418,3420,11674,194,,8734,4604,212427,9278,1073,,,,4769,65122,,,,53590,,,7799,54,,,32254,,,7141,375,,6230,,14418,43939,,85577,,,29142,5269,12062,1557,,,28,2472,512,,43629,626,,344,,1058,,,6271,632,4,,14204,315,4973,,,1869,4469,,,,6444,,152387,29532,7538,3365,,38579,3335,,16005,157272,5,,,,,214,,,11,,5638,,3838,4533,1770,,37078,31681,,939,8268,6568,,,,,,101022,,43010,,66677,,325146,3811,,56602
Dec-12,,75733.72403,101,57,15,,,,117,24347,6282,12181,,1694,,9159,10252,53,,,,,,5553,,,70,19613,6942,632,,6344,3293,11003,220,,8558,4486,206307,14226,1136,,,,4484,65869,,,,53262,,,7561,52,,,33170,,,7369,337,,4224,,14636,41292,,86107,,,30582,4815,12200,1529,,,28,2427,471,,31347,577,,185,,1159,,,6160,571,7,,13655,323,4960,,,1850,4407,,,,6308,,150971,26910,7105,3354,,34311,2818,,15710,152066,2,,,,,199,,,27,,5350,,3644,4523,1663,,36249,28566,,989,8129,6603,,,,,,89962,,39067,,65166,,324252,3984,,53379
Jan-13,2839,80349.84441,105,,13,,,,114,25669,6629,13258,,1688,,10234,10732,58,,,,28,598,5624,,,78,21302,5346,585,,6116,3544,10801,170,804,8937,4575,236989,,1095,,50,,4837,65700,,,4803,55919,,,8186,66,,301,33130,,,7645,370,,5814,,14592,44475,,85853,,,31154,5155,12117,1730,,,25,2471,547,,43444,599,,338,,2293,,183719,6564,608,2,,14534,356,5113,,,1901,4722,,,,6472,,172270,32190,7232,3132,2083,44247,3372,,15125,158930,2,,,,,170,,,,,5521,159,3652,4600,1727,,36869,,,850,9500,6721,,,,,,117368,33,43290,,,,323691,4288,36546,
Feb-13,2408,69534.1584,97,,10,,,,106,23698,5845,14042,,1376,,8727,9544,54,,,,20,536,4890,,,64,18755,4139,474,,5217,3016,9239,146,718,7872,4292,196326,,1037,,49,,4463,58500,,,4331,49786,,,6830,76,,217,29017,,,6754,335,,5153,,12735,38083,,77066,,,28047,4437,11113,1450,,,24,2198,463,,38560,542,,296,,2054,,161496,5888,536,4,,12746,372,4739,,,1632,4502,,,,5412,,143211,27355,6080,2773,1689,36645,2806,,12755,142973,2,,,,,121,,,,,4807,115,3019,4064,1495,,32211,,,717,8717,6091,,,,,,93944,26,37419,,,,291748,3859,41222,
Mar-13,2621,74800.44043,98,,14,,,,83,25965,6474,14054,,1543,,9180,10409,47,,,,15,584,5312,,,57,20586,4578,550,,5512,3322,8706,149,723,8865,4711,208466,,1130,,48,,4970,62700,,,4380,54222,,,7274,80,,255,31019,,,7123,334,,5681,,14088,39985,,82997,,,31424,4916,12596,1530,,,32,2531,521,,42977,597,,329,,2356,,175812,6500,597,5,,14074,417,4947,,,1787,4926,,,,5584,,133015,30876,6700,2795,1831,38540,2798,,13724,146062,4,,,,,141,,,,,5068,107,3352,4461,1730,,34459,,,827,9916,6813,,,,,,101547,30,38003,,,,320529,4230,44297,
Apr-13,2450,72840.96957,102,,17,,,,116,24684,6010,13181,,1422,,9088,10176,56,,,,29,531,5165,,,54,20375,4346,453,,5745,2922,8573,150,709,8462,4594,176491,,1145,,48,,4840,61100,,,4234,53637,,,7080,67,,271,31252,,,6580,354,,5551,,12976,37241,,81856,,,30292,4581,12206,1820,,,26,2400,488,,39189,519,,296,,2372,,171947,6733,571,2,,13699,353,4789,,,1743,5022,,,,5530,,143485,29707,6529,2881,1743,36738,2769,,13424,152913,2,,,,,125,,,,,4646,157,3018,4400,1623,,34509,,,874,10034,6594,,,,,,95996,28,39086,,,,311645,4121,49346,
May-13,2870,70909.37635,102,,12,,,,95,26022,6615,14169,,1600,,9635,10645,45,,,,23,537,5369,,,49,20301,4480,548,,5698,3137,8523,173,739,9261,4859,182893,,1162,,53,,5014,65200,,,4281,56768,,,7159,67,,273,32324,,,7152,355,,5864,,13363,41868,,85297,,,32082,4959,12954,1680,,,32,2588,515,,45466,601,,312,,2462,,175413,6680,539,6,,14184,361,4784,,,1928,5461,,,,6062,,141994,31039,7115,3033,2014,35626,2989,,14225,152496,3,,,,,125,,,,,5000,147,3282,4655,1841,,34901,,,800,10230,7088,,,,,,105715,20,39626,,,,329520,4019,50420,
Jun-13,3062,81732.04685,97,,9,,,,93,24575,6499,13519,,1658,,10021,10462,47,,,,19,575,5599,,,44,19753,4404,523,,5573,3179,8591,127,735,9064,4747,216075,,1158,,56,,4866,63700,,,4656,57069,,,7748,79,,249,31353,,,7433,390,,5318,,13475,40965,,82397,,,33223,4744,13529,1600,,,27,2504,454,,42334,558,,322,,2347,,170614,6572,649,4,,14110,354,4599,,,1916,5166,,,,5996,,128519,31335,6596,2768,1908,33154,3050,,15102,149800,3,,,,,124,,,,,5330,123,3207,4510,1752,,33877,,,728,9716,6853,,,,,,108569,53,36730,,,,319779,3895,50969,
Jul-13,3451,95954.55224,96,,12,,,,130,25200,7197,12065,,1753,,10985,11427,55,,,,17,565,6150,,,53,20267,4662,519,,5863,3625,9852,149,842,10053,5159,245813,,1215,,53,,5247,70100,,,5480,64208,,,8499,68,,259,32919,,,8383,360,,6159,,14767,46695,,91467,,,36037,5011,14140,1970,,,30,2843,581,,37535,655,,327,,2627,,184297,7106,680,2,,15820,386,4904,,,2181,5662,,,,6203,,146951,34379,6953,3049,2098,36188,3426,,17007,181907,3,,,,,105,,,,,6225,144,3176,5000,1957,,36879,,,745,10506,7587,,,,,,122590,47,49668,,,,349158,4041,67291,
Aug-13,3258,93279.02148,91,,17,,,,102,24964,7020,15868,,1731,,10864,10956,57,,,,26,562,6027,,,67,19799,5017,594,,6243,3403,12596,148,824,9491,4974,245358,,1230,,60,,5134,68500,,,5525,62440,,,8243,57,,296,33521,,,7919,402,,6003,,15228,45028,,92118,,,35356,5162,15212,1860,,,30,2811,529,,43264,570,,341,,2342,,194514,6966,701,1,,15362,395,4937,,,2033,5232,,,,6551,,133524,32779,7258,3088,2013,36400,3428,,16667,169963,6,,,,,144,,,,,6151,127,3268,4886,1920,,36328,,,821,10199,7358,,,,,,120199,29,46042,,,,353485,3954,71441,
Sep-13,3499,85836.17455,106,,20,,,,106,25038,7173,14704,,1714,,10559,10620,71,,,,27,559,6061,,,60,20420,4966,569,,6256,3702,12433,174,876,9242,4673,245855,,1198,,55,,5025,66900,,,5146,62725,,,8784,66,,309,34914,,,8149,369,,6010,,15014,46925,,90618,,,34402,5434,14309,1740,,,28,2498,507,,43019,655,,363,,2197,,198965,6981,651,1,,14993,371,4923,,,2099,4813,,,,6569,,154190,32432,7522,3381,1974,37063,3329,,17778,156199,2,,,,,163,,,,,6052,117,3420,4969,1897,,36716,,,872,9426,7256,,,,,,111583,66,42924,,,,338008,4098,69137,
Oct-13,3429,82274.35919,94,,10,,,,132,25294,6989,15889,,1891,,10053,10523,57,,,,27,564,5832,,,65,20444,5147,582,,6244,3580,12852,184,851,8796,4613,238915,,1101,,61,,4987,68000,,,5325,58125,,,8902,62,,306,33540,,,7909,383,,6127,,15593,45801,,90667,,,33274,5405,13472,,,,27,2455,514,,44355,643,,377,,2193,,193716,6628,672,7,,14437,337,4999,,,2137,4732,,,,6595,,162966,30129,7344,3401,2162,36055,3924,,16490,180373,4,,,,,192,,,,,6142,124,3531,4709,1877,,37510,,,933,9081,7098,,,,,,109218,69,49519,,,,340562,4168,68914,
Nov-13,2949,76125.75693,87,,16,,,,116,23932,6382,16680,,1808,,9392,9800,52,,,,18,531,5227,,,55,19422,4991,582,,6015,3245,11880,237,758,8310,4308,221477,,990,,36,,4400,63900,,,4929,52985,,,7957,59,,326,31677,,,7178,345,,5523,,14614,42711,,83126,,,30475,5128,12040,1540,,,29,2275,516,,42319,625,,360,,1953,,177601,6827,632,2,,13694,334,4887,,,1871,4393,,,,6585,,155091,27904,6631,3061,2012,33827,3151,,15011,151662,1,,,,,180,,,,,5278,112,3426,4129,1672,,35154,,,898,8167,6476,,,,,,102752,48,41284,,,,318482,3877,58370,
Dec-13,2914,79085.50339,86,,15,,,,153,24220,6497,15242,,1811,,9259,10312,47,,,,28,538,5322,,,59,20581,5008,592,,6068,3264,11834,155,762,8398,4368,207244,,1070,,57,,4351,65700,,,4788,54185,,,7472,73,,267,32676,,,7299,329,,5746,,14999,44531,,86354,,,31490,4494,11832,1540,,,29,2311,480,,41452,589,,371,,1980,,180809,6335,639,5,,13688,337,5096,,,1910,4247,,,,6245,,146386,29451,6827,3218,2181,31972,2829,,15005,157904,3,,,,,148,,,,,5334,134,3369,4440,1620,,35027,,,947,8101,6796,,,,,,93581,53,40066,,,,335574,4131,71566,
Jan-14,,84958.04652,94,,8,,,3597,119,24932,6666,13993,,1776,,10143,10850,48,,,,25,594,5886,,,57,22023,4937,557,,5901,3380,10693,170,765,9043,4735,475482,8885,1087,,67,,,67000,,,5060,57517,,,7413,62,,297,32492,,,7827,354,,5647,,14818,,,83572,,,32710,5481,12911,1744,,,29,2386,,,41441,585,,321,,1172,,,6487,638,7,,14366,343,4884,,,2037,4866,,,13,6127,,141824,32146,6759,3204,2130,41229,3193,,16126,,2,,,,,151,,,29,,5584,138,3252,4589,1760,,35692,30127,,929,9122,7068,,,,,,120847,39,39149,,64839,,326366,4178,42165,
Feb-14,,74815.45934,99,,7,,,2842,112,24389,6063,13992,,1463,,8715,9739,43,,,,21,481,5245,,,57,19139,4604,525,,5256,3050,9216,130,612,8132,4239,200398,7984,994,,52,,,60400,,,4353,53344,,,6529,62,,262,29074,,,6744,334,,5108,,13119,,,73897,,,29275,4743,11516,1557,,,26,2045,,,39279,570,,306,,1068,,,6485,567,5,,13267,320,4476,,,1681,4622,,,24,5654,,120162,28057,5992,2686,1810,36754,2951,,14279,,2,,,,,109,,,16,,4692,89,3229,3982,1532,,31615,24409,,711,8804,6404,,,,,,96136,36,38231,,59258,,298404,3849,45417,
Mar-14,,83637.6876,96,,16,,,3102,100,25980,6513,10226,,1658,,9463,10237,44,,,,20,571,5757,,,54,21535,4839,555,,5877,3212,9119,168,700,9135,4551,226463,9170,1028,,43,,,65000,,,4807,56320,,,7261,69,,258,32092,,,7389,379,,5507,,14511,,,79340,,,32261,5261,12944,1770,,,35,2221,,,43520,649,,385,,1206,,,6953,618,5,,14409,411,4884,,,1946,4861,,,24,5848,,134140,30141,6501,2772,2051,38021,2843,,15483,,2,,,,,130,,,27,,5053,159,3424,4355,1701,,35967,29479,,798,10034,6896,,,,,,104809,31,36686,,64156,,323572,4272,46920,
Apr-14,,74173.52886,91,,15,,,2939,130,25122,6470,15419,,1534,,9711,10159,52,,,,14,560,5615,,,53,20922,4823,524,,5733,3019,8659,135,683,8968,4614,201982,9118,1147,,44,,,60700,,,4694,56059,,,7069,76,,253,30966,,,7219,323,,5360,,13701,,,78834,,,31648,4662,12773,1769,,,34,2602,,,42136,577,,302,,1163,,166309,6744,532,4,,14031,382,4803,,,1902,5116,,,19,5912,,138897,30864,6269,2687,1912,37183,2789,,15253,,4,,,,,141,,,26,,5079,137,3494,4412,1794,,34335,26716,,804,10277,6902,,,,,,104791,39,38714,,61823,,318990,4041,53462,
May-14,,77209.05314,98,,15,,,3380,115,25456,6863,13624,,1732,,10081,10417,37,,,,26,563,5592,,,45,20852,4920,560,,5990,3104,8914,147,729,9116,4683,207741,9404,1168,,47,,,64500,,,4978,59203,,,7469,66,,274,32460,,,7428,359,,5714,,13747,,,83310,,,34061,5077,13396,1931,,,35,2668,,,47591,675,,349,,1240,,171602,6931,594,4,,14584,385,4908,,,1991,5370,,,22,6262,,147023,31223,6889,2718,2152,35749,3278,,15425,,5,,,,,122,,,24,,5172,149,3606,4497,1806,,35489,30261,,826,10319,7225,,,,,,111508,30,39631,,65665,,334613,4214,53238,
Jun-14,,90212.23071,93,,10,,,3328,110,24472,6825,12354,,1694,,10253,10651,47,,,,19,583,5806,,,51,20610,4917,582,,5596,3357,8828,155,723,9677,4849,222440,9064,1242,,49,,,65000,,,5067,60546,,,7491,66,,267,30906,,,7899,357,,5503,,14000,,,81401,,,34352,4842,13979,1887,,,22,2670,,,43826,629,,305,,1111,,167662,6817,636,2,,14626,405,4830,,,2024,5242,,,14,5884,,136311,32107,6398,2530,2093,34171,3196,,16458,,7,,,,,107,,,24,,5795,105,3366,4684,1767,,34589,31124,,773,10180,7153,,,,,,114919,25,37014,,63822,,325981,3959,55929,
Jul-14,,95563.48732,92,,11,,,3834,98,25764,7542,15745,,1858,,11238,11287,47,,,,28,517,6183,,,57,21333,5057,645,,5932,3586,9670,145,855,10318,5295,234678,9107,1334,,66,,,68500,,,5754,66960,,,8747,65,,274,31793,,,8757,435,,5766,,15505,,,89516,,,36055,4591,14825,2027,,,39,3370,,,44972,619,,361,,1155,,178747,7170,657,3,,15669,408,4878,,,2171,5479,,,20,6328,,146316,35702,7253,2885,2153,36390,3811,,18517,,7,,,,,123,,,26,,6235,165,3567,5279,1954,,36821,30210,,788,10560,7631,,,,,,128418,33,43714,,67683,,355524,4089,69044,
Aug-14,,96919.90327,80,,4,,,4148,113,24945,7272,16617,,1802,,10276,10762,56,,,,25,589,5900,,,59,20518,5209,652,,6140,3345,10749,168,812,9474,5072,550206,9013,1223,,59,,,66800,,,5607,64458,,,7944,60,,306,31793,,,8144,390,,5791,,15792,,,87732,,,36316,5286,15484,1945,,,32,2879,,,44493,569,,366,,1101,,186907,6999,702,7,,15460,370,4806,,,2072,5185,,,31,6319,,148366,32242,7274,2921,2200,36539,3425,,16693,,6,,,,,167,,,24,,5871,119,3436,4794,1934,,35928,28440,,848,10095,7382,,,,,,124985,32,39125,,66131,,354257,4015,75559,
Sep-14,,89556.11978,97,,13,,,4394,130,25733,7340,16177,,1750,,10183,10775,55,,,,33,608,5913,,,67,21230,5651,674,,6313,3715,11892,194,938,9738,4957,486278,9984,1244,,42,,,67400,,,5329,64991,,,8590,87,,331,34533,,,8403,372,,5975,,15479,,,90309,,,35508,5478,15012,1927,,,25,2939,,,45281,593,,387,,1100,,197060,7088,654,6,,15552,373,4773,,,2047,4905,,,17,6718,,159340,33962,7741,3105,2241,37879,3584,,17886,,6,,,,,204,,,25,,5922,124,3667,5095,1845,,37550,29590,,1021,9641,7579,,,,,,117755,37,40944,,68461,,348424,4025,75777,
Oct-14,,86805.46686,88,,13,,,4205,107,26153,7097,14483,,1986,,10005,10493,51,,,,24,592,5550,,,76,21476,6065,712,,6596,3444,11962,190,867,9065,4914,428394,10011,1092,,62,,,67700,,,5581,61596,,,8426,64,,258,34513,,,8071,399,,5979,,15928,,,88592,,,33861,5353,13888,1764,,,32,2702,,,47292,618,,379,,998,,193878,7090,664,3,,15220,335,4893,,,2042,4730,,,21,6791,,164231,30977,7298,3059,2296,36450,3844,,16427,,2,,,,,202,,,19,,6093,130,3906,4693,1853,,37153,29998,,1008,9304,7373,,,,,,110345,51,42805,,68148,,343356,3953,70087,
Nov-14,,80628.91103,87,,23,,,3642,115,23693,6418,13538,,1873,,9079,9648,60,,,,16,594,4883,,,63,20097,5606,729,,6242,3095,11373,178,784,8350,4578,458905,8660,966,,49,,,64500,,,4830,56136,,,7773,74,,294,33040,,,7560,350,,5346,,14757,,,80993,,,30836,5366,12364,1669,,,36,2285,,,44633,565,,354,,971,,177194,6449,669,1,,13907,308,4467,,,1801,4308,,,18,6725,,159507,28322,6982,2794,2206,32379,2854,,15241,,1,,,,,199,,,17,,5312,126,3735,4162,1588,,34922,29946,,925,8403,6825,,,,,,104071,40,33900,,62340,,317998,3700,58222,
Dec-14,,79767.69376,69,,14,,,3620,127,24476,6653,14335,,1805,,9387,9996,34,,,,29,639,5255,,,72,21262,5677,645,,6217,3259,11568,183,790,8844,4383,423612,8503,1026,,59,,,48900,,,4575,57797,,,7437,54,,322,32533,,,7840,323,,5589,,15070,,,86043,,,32426,5173,12721,1756,,,27,2509,,,44148,596,,376,,998,,178951,6502,598,3,,14090,330,4641,,,1882,4292,,,18,6615,,152740,29417,7011,3142,2199,32691,2848,,15315,,4,,,,,186,,,24,,5653,116,3550,4491,1631,,36015,29444,,976,8168,6849,,,,,,98920,44,35969,,63582,,340591,4073,72216,
Jan-15,,85534.25961,80,44,11,111,,,111,25085,6985,,,1752,,10078,10131,45,,,250971,18,557,5925,,30979,56,22271,5612,632,,5825,3275,10601,174,774,9439,4604,485797,,1138,,42,,4659,64600,,,,59490,,,7736,73,,290,33495,,,8050,340,,5613,,14968,41769,,84740,,,31911,5017,13024,1805,,,21,2563,493,,43765,517,,391,,1026,,179110,6721,639,3,,14176,363,4962,,,1970,4760,,,20,6509,,149993,32172,6978,2829,2199,41914,3342,,16868,,,,,,,187,,,,,3173,112,3700,4631,1729,,35337,28669,,855,9460,7169,,,,,,,35,34981,,64415,,325955,4226,43692,
Feb-15,,74998.63882,88,68,12,85,,,96,23144,6281,,,1548,,8476,9145,43,,,236110,11,493,5162,,28303,42,19739,4647,529,,5194,2790,9205,149,623,8203,4228,401301,,1027,,44,,4209,57500,,,,53348,,,6759,59,,266,29402,,,6795,308,,4995,,13543,36108,,75989,,,29022,4359,11899,1651,,,22,2198,466,,37805,496,,311,,996,,157390,6077,541,1,,12523,326,4587,,,1741,4497,,,18,5627,,114965,27199,6045,2415,1945,35709,2890,,14495,,,,,,,162,,,,,4929,130,3027,4120,1560,,31211,24891,,727,8776,6402,,,,,,,26,32492,,58195,,298058,3924,47694,
Mar-15,,83032.54035,92,54,10,92,,,108,25639,6886,,,1614,,9439,10141,55,,,273369,20,538,5540,,31380,58,21701,4833,551,,5864,3070,9248,157,705,9152,4679,438262,,1127,,59,,4603,61100,,,,58475,,,7150,61,,266,32419,,,7406,342,,5381,,14391,38547,,81942,,,32159,4722,12835,1839,,,26,2543,469,,41000,538,,381,,1166,,171771,6976,609,3,,13597,387,4962,,,1890,4759,,,23,6147,,125275,30769,6853,2662,2072,40329,2974,,15646,,,,,,,162,,,,,5454,108,3441,4371,1599,,35058,27156,,802,9501,7153,,,,,,,32,33261,,63042,,328923,4315,50844,
Apr-15,,73720.17124,100,59,9,81,,,109,24448,6784,,,1667,,9398,9986,36,,,259960,24,522,5373,,31556,49,20524,4653,536,,5543,3126,8530,147,684,9120,4472,375666,,1128,,47,,4629,59700,,,,56664,,,7083,57,,260,30765,,,7309,353,,5169,,13622,38386,,83408,,,31853,4564,12630,1784,,,24,2510,468,,42100,599,,348,,1123,,164942,6787,603,2,,13241,374,4866,,,1832,5113,,,19,5746,,133241,29964,6689,2449,2106,38072,3091,,15481,,,,,,,139,,,,,5275,161,3364,4554,1662,,33689,24623,,783,9982,6984,,,,,,,41,33829,,62370,,320832,4072,53404,
May-15,,79301.56221,100,56,15,75,,,88,24618,7118,,,1823,,9435,10249,48,,,264088,23,531,5334,,32635,62,20369,4870,588,,5746,2994,8562,144,653,9272,4684,420541,,1159,,43,,4633,64200,,,,60955,,,7211,96,,293,32095,,,7435,340,,5481,,14070,40989,,83827,,,33939,5050,13800,1763,,,29,2641,513,,45679,635,,338,,1205,,168363,6932,620,6,,14345,365,4917,,,1950,5261,,,16,6288,,143648,30493,7212,2484,2295,36534,3003,,16083,,,,,,,139,,,,,4971,135,3421,4484,1826,,34980,28246,,815,10224,7358,,,,,,,24,31539,,65887,,327917,4126,54510,
Jun-15,,92716.88483,107,57,12,91,,,82,24365,7120,,,1640,,10435,10341,38,,,247914,16,595,5679,,32493,44,20180,4641,538,,5794,3099,8770,145,725,9768,4989,425745,,1222,,55,,4696,64000,,,,63457,,,7398,63,,247,31221,,,7695,365,,5307,,14085,39577,,83200,,,34112,4677,14029,1877,,,31,2933,536,,44321,601,,324,,1053,,167242,6759,585,3,,14273,348,4746,,,1936,5386,,,26,6174,,140646,31582,6742,2306,2276,35520,3267,,16743,,,,,,,109,,,,,5484,164,3304,4709,1802,,33785,29380,,800,9981,7436,,,,,,,32,32185,,65360,,330541,4042,61547,
Jul-15,,101842.9991,103,59,15,97,,,95,25705,7414,,,1712,,11157,10895,68,,,247717,23,525,6160,,34642,44,20318,4779,585,,5935,3266,9929,127,842,10120,5221,502828,,1367,,61,,5010,66700,,,,68229,,,8787,79,,256,32613,,,8300,385,,5968,,15641,42627,,88612,,,36598,5140,14988,2081,,,34,2841,593,,44462,574,,362,,1109,,178035,7106,705,4,,15308,342,4992,,,2176,5630,,,22,6572,,145873,34086,7512,2430,2286,36612,3690,,19081,,,,,,,94,,,,,6201,153,3525,5053,1910,,36238,28842,,750,10455,7596,,,,,,,37,40816,,68532,,353415,4152,70958,
Aug-15,,101051.9227,87,52,17,99,,,98,24911,7583,,,1843,,10577,10604,47,,,238888,26,648,5601,,33469,67,19953,4936,596,,6056,3226,11497,136,822,9645,5400,526906,,1144,,47,,4882,65800,,,,67661,,,8013,85,,308,33238,,,7948,359,,5466,,16163,41367,,86344,,,35745,5228,15678,1952,,,25,2924,493,,43810,585,,360,,968,,184993,6839,646,5,,15353,386,4920,,,2032,5304,,,13,6530,,146929,31682,7390,2455,2159,35207,3033,,17053,,,,,,,151,,,,,5838,110,3472,4903,1820,,35333,28712,,859,9964,7506,,,,,,,36,34781,,66074,,351791,4017,72973,
Sep-15,,92881.91544,85,55,13,99,,,110,25361,7439,,,1824,,10427,10448,50,,,244629,33,580,5805,,33638,60,20873,5215,638,,6632,3329,12434,156,916,9535,5268,463991,,1311,,52,,4756,65500,,,,67578,,,8272,80,,325,35320,,,8423,376,,5839,,15603,43325,,86832,,,34874,5039,15035,1859,,,29,2854,542,,44694,647,,350,,982,,193599,6652,603,2,,15330,328,5022,,,1941,4951,,,14,6750,,164006,33897,8107,3001,2256,36444,3636,,18285,,,,,,,141,,,,,5707,119,3786,5159,1807,,36512,28629,,909,9938,7826,,,,,,,52,37891,,67203,,347516,4097,75993,
Oct-15,,89373.09998,81,49,18,113,,,123,25247,7271,,,1864,,10172,10601,45,,,233283,28,590,5406,,32463,59,19773,5250,657,,6499,3232,12676,179,850,9110,5198,471633,,1137,,54,,4615,65900,,,,63796,,,8381,68,,282,34429,,,7763,358,,5614,,15909,42409,,85825,,,33464,5329,14359,1905,,,28,2649,535,,45498,628,,377,,946,,186679,6513,668,4,,14610,316,5364,,,2129,4800,,,31,6513,,167469,31040,7413,2775,2539,36702,3736,,16819,,,,,,,159,,,,,6308,123,3778,4641,1759,,36535,30338,,930,9614,7298,,,,,,,43,36310,,67388,,339007,4106,70176,
Nov-15,,82372.3852,81,54,17,94,,,97,23437,6702,,,1875,,9787,9551,54,,,222800,23,564,4956,,30335,53,18985,5232,631,,6274,2927,12037,167,796,8355,4828,441402,,1060,,49,,4500,62500,,,,58412,,,7654,67,,280,32729,,,7243,306,,5276,,15099,39328,,80659,,,31581,5144,12524,1694,,,24,2335,478,,44305,626,,382,,942,,169729,6775,601,8,,13852,325,5685,,,1709,4202,,,16,6514,,157051,27767,7180,2642,2244,33467,2938,,15290,,,,,,,165,,,,,5373,136,3667,4372,1608,,34784,27922,,932,8563,6860,,,,,,,38,30141,,64239,,318820,3808,60576,
